,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets
2642,3,0,0,1900000,7400000,18,592,1,13100000
2643,4,1,0,600000,1400000,4,507,0,2600000
2644,2,0,1,4100000,11400000,14,505,0,31200000
2645,0,0,1,800000,3200000,8,467,0,5200000
2646,2,0,0,6600000,22900000,16,543,0,48300000
2647,4,1,1,300000,1100000,12,674,1,1600000
2648,3,1,0,6100000,13500000,2,717,1,39400000
2649,5,0,1,4800000,17000000,10,666,1,27500000
2650,4,0,0,4500000,17300000,18,830,1,18900000
2651,2,1,0,3800000,9400000,16,383,0,20300000
2652,2,1,1,7000000,18900000,8,584,1,52200000
2653,2,0,0,4400000,14200000,18,799,1,27300000
2654,5,1,0,5300000,19400000,6,510,0,39000000
2655,0,0,1,2600000,5900000,6,572,1,20000000
2656,3,0,0,3300000,13100000,2,554,1,19000000
2657,1,0,1,1200000,4800000,6,344,0,9100000
2658,3,1,0,4300000,8600000,8,881,1,34800000
2659,0,0,1,8400000,27200000,10,514,0,36200000
2660,0,1,0,600000,1800000,18,796,1,3400000
2661,2,1,1,4700000,16200000,12,802,1,29200000
2662,3,1,0,4200000,12500000,20,375,0,19700000
2663,2,1,0,4300000,14700000,2,871,1,29700000
2664,0,0,0,800000,2900000,2,439,1,4900000
2665,0,0,1,9300000,32000000,8,438,0,78500000
2666,5,0,0,6200000,13700000,2,468,0,35000000
2667,3,1,1,3500000,10200000,12,645,1,28500000
2668,2,1,1,3600000,9200000,18,700,1,20400000
2669,5,1,1,9500000,36700000,16,348,0,48700000
2670,5,1,1,600000,1400000,10,877,1,4500000
2671,0,0,1,3800000,14900000,6,899,1,23600000
2672,3,1,1,1400000,3500000,12,610,1,7000000
2673,1,0,0,6300000,23900000,4,742,1,34700000
2674,1,0,1,2800000,6600000,18,801,1,19700000
2675,4,1,1,5400000,17100000,2,533,1,35800000
2676,3,0,1,6300000,23900000,16,656,1,42300000
2677,3,1,1,3900000,14300000,18,785,1,37300000
2678,2,1,1,4200000,15700000,2,332,1,24000000
2679,0,1,0,3100000,8100000,18,768,1,16000000
2680,1,1,0,3400000,8600000,6,640,1,20900000
2681,4,0,0,1500000,3100000,6,885,1,8600000
2682,3,0,1,900000,2000000,18,772,1,7300000
2683,4,1,1,7800000,25600000,4,665,1,38800000
2684,1,0,1,3500000,10500000,20,454,0,22000000
2685,1,0,0,8400000,32500000,14,698,1,56000000
2686,4,0,1,6400000,21300000,20,332,0,36900000
2687,1,0,0,9600000,28300000,6,536,0,61300000
2688,5,0,1,2100000,6500000,10,796,1,15200000
2689,2,0,1,6000000,19900000,8,486,0,46900000
2690,0,0,1,8300000,16800000,18,422,0,53300000
2691,1,0,1,5300000,18500000,6,501,0,36200000
2692,1,0,1,9700000,23500000,4,666,1,55800000
2693,3,0,1,8200000,16500000,18,371,0,46900000
2694,5,1,0,3400000,6900000,14,312,0,16300000
2695,5,1,0,2800000,11000000,12,753,1,21600000
2696,0,0,1,2400000,5200000,16,740,1,17700000
2697,1,1,0,8200000,24000000,4,366,0,61700000
2698,4,0,0,4200000,11100000,8,526,0,33500000
2699,4,1,1,5500000,14800000,10,354,0,48300000
2700,5,0,1,2900000,6300000,6,719,1,19100000
2701,5,0,0,6300000,20100000,12,774,1,49400000
2702,5,0,1,9700000,29100000,18,732,1,60100000
2703,1,0,0,6500000,16000000,6,862,1,35700000
2704,5,0,0,4900000,10800000,18,613,1,27400000
2705,5,1,1,6900000,16500000,6,447,0,25200000
2706,4,0,1,1100000,3000000,4,730,1,5600000
2707,2,0,1,7800000,29600000,14,568,1,42700000
2708,2,1,1,8200000,23600000,6,495,0,66900000
2709,5,0,1,6700000,23600000,14,854,1,33200000
2710,3,1,1,7400000,15200000,10,548,0,53600000
2711,1,0,0,1200000,2700000,14,779,1,5800000
2712,0,0,0,9500000,24800000,2,564,1,65000000
2713,5,0,1,4000000,8200000,2,571,1,25100000
2714,0,0,1,8600000,32600000,8,778,1,80200000
2715,4,1,1,9100000,28400000,12,808,1,66600000
2716,0,0,1,7100000,18600000,20,770,1,60500000
2717,0,0,0,9000000,28400000,4,612,1,47300000
2718,3,1,1,1400000,2700000,14,819,1,8000000
2719,1,1,0,8800000,20200000,6,627,1,69800000
2720,3,0,1,5400000,14700000,4,359,0,43400000
2721,1,1,0,6100000,19100000,6,341,0,30300000
2722,1,1,0,1000000,3600000,4,570,1,7000000
2723,3,1,1,7700000,18100000,20,736,1,61400000
2724,1,1,1,6100000,12900000,2,302,0,39200000
2725,2,0,1,7700000,21000000,12,420,0,58300000
2726,4,1,1,4700000,12000000,2,416,0,33800000
2727,2,1,1,9100000,34800000,20,836,1,72700000
2728,0,1,1,5800000,12700000,12,528,0,42900000
2729,4,0,0,8500000,24900000,2,405,0,35400000
2730,2,1,1,9900000,33400000,14,783,1,63200000
2731,4,0,1,2000000,4000000,10,636,1,7800000
2732,1,0,1,5000000,16800000,6,711,1,33100000
2733,1,1,1,3200000,11800000,16,848,1,18500000
2734,1,0,1,8000000,27800000,8,804,1,48400000
2735,0,0,1,1200000,2800000,14,892,1,8300000
2736,2,0,1,5800000,22800000,14,696,1,37900000
2737,1,1,0,2500000,7600000,20,888,1,19900000
2738,1,0,1,600000,1400000,10,699,1,3000000
2739,5,1,0,4900000,13000000,10,865,1,38200000
2740,2,1,1,9400000,37300000,14,383,0,58500000
2741,2,1,0,5300000,19300000,16,368,0,30400000
2742,5,0,0,5100000,15800000,4,607,1,33300000
2743,4,0,1,2900000,8900000,18,827,1,16600000
2744,1,1,0,9100000,34000000,12,672,1,51700000
2745,3,0,1,8800000,26700000,12,708,1,67800000
2746,4,0,0,2600000,8800000,10,682,1,21100000
2747,1,1,1,9700000,25500000,18,741,1,67800000
2748,5,0,1,600000,1200000,8,343,0,3000000
2749,0,1,1,4100000,11100000,16,785,1,25400000
2750,1,0,1,8000000,28000000,20,830,1,71200000
2751,2,1,0,8800000,26700000,16,696,1,59400000
2752,1,1,0,200000,300000,12,697,1,1700000
2753,0,1,1,3800000,11700000,2,351,1,22400000
2754,3,1,0,6800000,21800000,10,556,1,50200000
2755,0,1,0,8600000,31800000,2,895,1,63200000
2756,2,1,1,2800000,8400000,10,534,0,25200000
2757,0,1,0,8000000,29800000,12,736,1,55500000
2758,2,1,1,2300000,5500000,16,629,1,16400000
2759,4,1,1,7600000,16200000,20,657,1,45200000
2760,2,1,0,2900000,11300000,12,839,1,16500000
2761,4,0,0,7900000,25700000,18,589,1,39700000
2762,2,0,0,1900000,4500000,6,805,1,12400000
2763,3,0,1,4600000,13600000,20,729,1,33300000
2764,1,0,0,2600000,7700000,6,399,0,20400000
2765,2,0,0,2700000,6700000,8,413,0,19900000
2766,5,1,1,6300000,13200000,16,321,0,33000000
2767,0,1,1,2600000,7500000,2,853,1,19100000
2768,4,0,1,7700000,23400000,6,400,0,38800000
2769,0,1,1,7400000,16300000,16,630,1,58100000
2770,3,1,1,7300000,21600000,20,557,1,41400000
2771,1,1,0,2900000,7600000,2,358,0,13700000
2772,3,1,1,6600000,16000000,10,510,0,25600000
2773,2,1,1,2700000,9600000,14,554,1,18100000
2774,3,1,1,8300000,27700000,4,596,1,64700000
2775,0,1,0,4900000,18500000,8,659,1,30100000
2776,4,1,1,7900000,30700000,10,322,0,60400000
2777,5,1,1,8800000,21300000,14,852,1,52800000
2778,5,0,0,4000000,14100000,18,653,1,24700000
2779,4,1,1,3900000,9200000,12,737,1,22600000
2780,3,1,1,7700000,18900000,2,583,1,38300000
2781,1,1,1,3800000,10000000,16,873,1,22200000
2782,5,1,0,8000000,27000000,20,595,1,44900000
2783,5,1,1,3400000,11300000,20,871,1,22500000
2784,5,1,1,5500000,18800000,12,603,1,30000000
2785,0,0,0,7700000,29300000,14,801,1,46100000
2786,5,1,0,4000000,9400000,4,723,1,14300000
2787,5,0,1,5900000,22600000,18,630,1,29800000
2788,0,0,1,2600000,9900000,20,368,0,12300000
2789,3,1,0,6600000,22200000,12,759,1,38300000
2790,0,0,1,1000000,3000000,18,382,0,7300000
2791,4,0,1,800000,2800000,16,645,1,5200000
2792,0,1,0,3200000,6300000,6,878,1,23600000
2793,4,1,0,8400000,23400000,12,350,0,62000000
2794,3,1,1,5800000,17600000,6,720,1,34500000
2795,0,0,1,7300000,28100000,10,673,1,40100000
2796,1,1,0,3900000,8000000,6,448,0,15800000
2797,2,0,1,4600000,16000000,4,720,1,20500000
2798,0,1,0,3600000,12300000,2,300,1,27900000
2799,4,1,0,7500000,28700000,20,520,0,29000000
2800,1,1,0,5200000,15000000,12,794,1,32000000
2801,3,1,1,4400000,10000000,8,875,1,26900000
2802,1,0,1,5100000,12900000,14,533,0,31700000
2803,0,1,0,6000000,23600000,6,776,1,48700000
2804,2,1,0,3800000,11400000,6,706,1,19900000
2805,3,1,0,2800000,10900000,2,710,1,12200000
2806,5,1,1,6500000,18300000,4,333,0,37200000
2807,2,0,1,1600000,6400000,4,787,1,7900000
2808,4,1,0,5500000,18600000,12,569,1,46700000
2809,0,1,1,9600000,20100000,16,427,0,51400000
2810,0,1,0,7000000,27800000,16,640,1,39400000
2811,2,0,0,4000000,8100000,16,312,0,23800000
2812,1,0,1,8100000,30900000,12,464,0,48800000
2813,2,0,1,6600000,22800000,8,490,0,40500000
2814,5,1,0,4100000,10200000,12,431,0,26400000
2815,1,1,0,6600000,24800000,4,500,1,35500000
2816,4,1,0,5100000,12200000,14,511,0,30400000
2817,4,1,0,8200000,25200000,18,691,1,53700000
2818,1,0,1,9500000,24400000,14,696,1,68000000
2819,0,0,1,7600000,27600000,2,437,1,55600000
2820,2,0,1,8400000,20800000,12,335,0,47600000
2821,4,1,0,7600000,25100000,4,671,1,49500000
2822,4,0,1,1400000,3700000,12,621,1,10900000
2823,4,0,1,2700000,6800000,10,455,0,17400000
2824,1,1,1,200000,500000,10,856,1,1400000
2825,3,1,0,600000,2100000,16,892,1,4000000
2826,4,1,0,5200000,12900000,16,819,1,31800000
2827,0,0,1,5100000,11600000,10,308,0,27700000
2828,4,1,1,9200000,18600000,2,889,1,74100000
2829,5,0,0,6500000,23200000,18,713,1,28700000
2830,0,1,0,8500000,21000000,6,665,1,52000000
2831,4,0,0,2000000,6000000,12,837,1,11800000
2832,4,0,1,7500000,18000000,20,395,0,46200000
2833,0,1,1,7500000,28900000,10,632,1,67000000
2834,2,0,0,2000000,4300000,16,497,0,13800000
2835,3,1,1,1400000,2700000,14,694,1,9300000
2836,1,0,1,1700000,5600000,2,882,1,14000000
2837,2,1,1,5300000,14900000,6,504,0,32900000
2838,4,0,0,8900000,30100000,2,747,1,64500000
2839,3,1,0,9700000,35300000,4,462,1,61900000
2840,5,1,0,9000000,25900000,4,538,0,61600000
2841,2,0,1,8500000,30900000,6,664,1,42800000
2842,1,0,0,3500000,10900000,4,524,1,31400000
2843,1,0,0,500000,1400000,6,464,0,3500000
2844,3,1,0,8900000,19100000,6,807,1,59100000
2845,2,0,1,7800000,27200000,18,622,1,42700000
2846,5,0,1,9800000,27800000,6,827,1,59600000
2847,0,1,0,5200000,19000000,14,687,1,36200000
2848,4,1,0,7400000,19400000,16,835,1,60600000
2849,3,1,1,1200000,3300000,6,772,1,5900000
2850,1,0,1,1000000,3200000,2,710,1,4500000
2851,3,1,1,9500000,32500000,14,581,1,57800000
2852,3,0,0,4500000,11700000,18,775,1,28700000
2853,2,1,0,4900000,16000000,12,710,1,31500000
2854,3,0,1,700000,2500000,8,321,0,5200000
2855,0,1,0,9400000,28300000,20,761,1,78200000
2856,3,0,1,8300000,31400000,6,674,0,25900000
2857,4,1,1,5600000,13000000,4,899,1,37400000
2858,5,0,1,4400000,12300000,8,567,1,22100000
2859,3,1,0,2100000,5400000,8,771,1,16100000
2860,1,0,1,4400000,10600000,4,360,0,34400000
2861,0,0,0,6300000,19600000,6,425,0,45500000
2862,4,1,0,9900000,30000000,18,496,0,61500000
2863,3,0,0,700000,1600000,20,705,1,4500000
2864,4,0,0,3600000,12400000,14,427,0,24500000
2865,1,0,1,5600000,21000000,2,552,1,37700000
2866,3,0,1,1000000,3700000,8,725,1,9600000
2867,5,1,1,6400000,15600000,8,553,1,45500000
2868,0,0,0,8900000,19100000,2,725,1,51100000
2869,4,1,0,9900000,26100000,2,481,0,52400000
2870,2,1,1,4000000,8600000,4,847,1,29600000
2871,0,0,1,7300000,25700000,10,666,1,52100000
2872,1,0,0,8100000,25400000,6,477,0,45300000
2873,4,1,1,6800000,22100000,4,446,1,36400000
2874,0,0,1,2600000,8200000,8,630,1,20400000
2875,5,0,1,300000,1100000,20,613,1,1900000
2876,2,1,1,2400000,7500000,4,851,1,11800000
2877,0,0,0,6000000,20600000,12,339,0,39500000
2878,4,1,1,3800000,11100000,16,857,1,35100000
2879,0,1,1,7000000,22100000,14,467,0,48300000
2880,0,1,1,5400000,12900000,16,355,0,39900000
2881,1,0,0,6400000,16400000,6,428,0,56100000
2882,5,0,1,7000000,24000000,14,450,0,41800000
2883,2,0,1,2100000,4600000,4,348,0,14200000
2884,4,0,1,4400000,15000000,12,459,0,20300000
2885,0,0,0,8000000,31000000,8,847,1,49700000
2886,2,0,1,3900000,8300000,18,523,0,13300000
2887,0,1,0,4700000,15200000,10,786,1,31900000
2888,0,1,0,6800000,21200000,14,300,0,35200000
2889,0,0,1,1800000,6500000,12,728,1,11500000
2890,3,0,1,8600000,32000000,4,497,1,38200000
2891,1,0,1,3600000,13700000,10,548,0,25300000
2892,1,1,1,6800000,22900000,6,576,1,31000000
2893,3,1,1,1100000,4100000,20,863,1,6200000
2894,4,1,1,4000000,8400000,8,717,1,28200000
2895,1,1,0,2500000,5900000,12,668,1,18000000
2896,2,1,0,5400000,17400000,10,335,0,29700000
2897,5,0,0,6600000,13600000,4,861,1,40100000
2898,4,0,0,6000000,14900000,2,321,0,39100000
2899,0,1,1,2200000,8300000,10,585,1,11500000
2900,1,1,0,8800000,18500000,10,704,1,55500000
2901,0,0,1,4000000,10300000,4,819,1,30100000
2902,4,0,1,3600000,12400000,18,494,0,17500000
2903,5,1,1,8100000,22500000,2,808,1,33800000
2904,3,0,1,5200000,11000000,12,830,1,37600000
2905,5,1,0,1100000,2800000,14,473,0,5500000
2906,2,1,0,7500000,29800000,4,392,1,32500000
2907,5,0,0,7700000,20300000,12,806,1,63100000
2908,0,0,0,5700000,21400000,8,340,0,26100000
2909,3,1,1,5000000,13900000,8,555,1,41900000
2910,5,0,0,500000,1200000,16,499,0,2900000
2911,3,1,0,8900000,21300000,10,467,0,61900000
2912,1,0,0,1700000,6600000,4,797,1,12100000
2913,4,0,1,500000,1300000,18,762,1,3300000
2914,3,0,1,9900000,36500000,16,562,1,67900000
2915,1,1,0,8400000,21800000,2,492,0,39800000
2916,3,0,1,500000,1700000,4,824,1,2900000
2917,2,1,0,1700000,5700000,10,602,1,13900000
2918,1,0,1,6500000,18300000,10,722,1,44200000
2919,1,0,0,8900000,28400000,6,709,1,61200000
2920,1,0,0,400000,1400000,4,302,1,2300000
2921,3,0,0,5700000,12300000,6,364,0,44400000
2922,0,0,1,9600000,23800000,12,389,0,76300000
2923,0,1,1,8500000,20000000,16,786,1,47300000
2924,0,1,0,4000000,11500000,8,434,0,21600000
2925,2,0,1,6300000,18100000,6,671,1,34700000
2926,3,1,1,4000000,14700000,8,376,0,22300000
2927,4,1,0,9400000,32200000,6,898,1,67500000
2928,5,1,1,4100000,15500000,10,836,1,30400000
2929,4,1,1,1100000,4400000,6,515,0,7500000
2930,3,0,0,8700000,24800000,20,360,0,69400000
2931,4,1,1,4900000,12800000,2,691,1,26800000
2932,1,0,1,2800000,9100000,14,510,0,20000000
2933,0,1,0,9600000,23200000,18,389,0,49600000
2934,3,1,1,6900000,19000000,14,348,0,32200000
2935,2,0,1,2300000,8100000,2,504,1,12600000
2936,2,0,0,6800000,21300000,20,658,1,50300000
2937,1,0,1,2200000,5400000,16,641,1,11900000
2938,2,0,0,5900000,19800000,20,327,0,37500000
2939,1,1,1,7000000,20300000,18,726,1,50800000
2940,1,1,1,9600000,34100000,20,828,1,78300000
2941,0,1,0,6500000,14500000,12,755,1,45100000
2942,2,0,1,3800000,7600000,20,788,1,21700000
2943,2,1,0,9400000,25100000,20,832,1,49700000
2944,0,0,0,2100000,8200000,4,554,1,15300000
2945,1,0,1,8500000,26200000,8,811,1,74400000
2946,5,1,1,3800000,12000000,2,649,1,26000000
2947,1,0,1,3400000,9700000,20,830,1,25000000
2948,1,1,1,5600000,11700000,6,707,1,28200000
2949,0,1,1,8500000,33700000,10,483,0,68900000
2950,4,0,1,2100000,5500000,18,349,0,8700000
2951,4,1,0,400000,1500000,4,846,1,2500000
2952,4,0,0,7900000,31500000,20,386,0,49400000
2953,5,0,0,6900000,19200000,12,408,0,48900000
2954,0,0,1,1800000,3900000,2,764,1,7600000
2955,0,1,1,1200000,3200000,18,473,0,6300000
2956,3,0,0,3600000,9800000,12,654,1,11600000
2957,1,1,0,7200000,22800000,2,551,1,54500000
2958,5,1,0,9400000,21800000,6,850,1,56600000
2959,5,1,0,9000000,24200000,4,646,1,47900000
2960,1,0,1,1000000,2100000,8,793,1,7800000
2961,3,0,0,5600000,19900000,16,551,1,38800000
2962,1,1,0,900000,2600000,4,346,0,4900000
2963,5,0,1,9000000,19100000,14,540,0,35300000
2964,2,0,0,3100000,9000000,20,892,1,21700000
2965,1,0,1,8000000,20700000,6,570,1,47200000
2966,4,0,1,3500000,11300000,16,874,1,19000000
2967,4,1,0,3900000,12600000,8,553,1,27500000
2968,2,1,0,9700000,34500000,10,649,1,48900000
2969,4,1,0,4500000,15800000,14,439,0,35400000
2970,5,0,0,6800000,24800000,8,621,1,54600000
2971,2,0,0,6300000,18600000,14,872,1,45400000
2972,2,1,0,4900000,18500000,8,492,0,33900000
2973,0,1,0,4800000,18600000,6,618,1,39000000
2974,5,1,0,7500000,15800000,18,458,0,45100000
2975,5,0,0,5200000,13900000,4,422,0,31300000
2976,3,0,1,9400000,30900000,20,873,1,68800000
2977,5,0,0,3200000,10000000,14,610,1,18800000
2978,1,0,1,3600000,13200000,20,546,0,29300000
2979,1,0,1,3400000,7200000,8,741,1,26300000
2980,3,1,0,2100000,8200000,6,754,1,9700000
2981,1,1,0,7200000,15100000,8,379,0,40800000
2982,5,1,0,4500000,16900000,18,455,0,21500000
2983,0,1,1,2600000,9000000,20,615,1,18600000
2984,4,1,1,6400000,21700000,10,384,0,45500000
2985,0,1,0,6400000,25100000,16,628,1,43500000
2986,3,1,0,3100000,11200000,16,865,1,19000000
2987,2,1,0,1800000,5300000,2,679,1,9100000
2988,1,1,1,9300000,19000000,14,689,1,79600000
2989,5,0,1,6500000,13800000,10,636,1,46000000
2990,1,0,0,3100000,6600000,20,837,1,24800000
2991,3,0,0,2300000,8500000,12,557,1,12500000
2992,2,1,0,500000,1700000,10,324,0,3100000
2993,0,0,1,3700000,9300000,14,531,0,20100000
2994,4,0,1,8600000,21400000,14,476,0,49700000
2995,4,1,0,2600000,8500000,4,775,1,17400000
2996,1,0,1,7100000,18000000,20,477,0,48400000
2997,4,0,1,7000000,19800000,16,682,1,36400000
2998,5,0,0,8300000,17700000,12,334,0,65100000
2999,3,1,1,6800000,23900000,12,565,1,47100000
3000,1,0,1,9900000,25700000,2,340,0,75700000
3001,2,1,0,5100000,11000000,14,322,0,27400000
3002,4,1,1,3500000,10700000,8,883,1,12900000
3003,3,1,1,4300000,12800000,16,346,0,20100000
3004,0,1,1,5300000,20200000,2,861,1,24000000
3005,5,1,1,6400000,21900000,12,699,1,37200000
3006,0,1,0,9300000,27200000,8,629,1,50700000
3007,3,1,0,1100000,3100000,14,359,0,7500000
3008,2,0,0,7100000,27000000,10,430,0,57700000
3009,4,0,0,1100000,3300000,18,417,0,7300000
3010,2,1,0,1900000,5200000,6,896,1,13000000
3011,0,0,0,1300000,3900000,16,690,1,10800000
3012,5,1,0,7500000,22800000,16,347,0,43100000
3013,4,0,0,2400000,7000000,4,539,0,14800000
3014,4,1,1,2500000,8000000,8,464,0,19000000
3015,4,1,0,7500000,16200000,4,310,0,45800000
3016,3,0,0,9300000,36600000,6,431,0,78300000
3017,5,0,0,3300000,10000000,12,489,0,12500000
3018,4,0,1,5700000,13900000,12,775,1,27700000
3019,4,0,0,300000,600000,6,365,0,1100000
3020,2,0,1,1200000,4500000,10,555,1,5300000
3021,4,1,1,8200000,29600000,10,457,0,45800000
3022,3,0,0,5500000,12400000,8,580,1,28300000
3023,4,0,0,1800000,7200000,20,496,0,13300000
3024,0,0,0,3500000,11400000,16,837,1,18500000
3025,4,0,1,6000000,13200000,6,455,0,36800000
3026,0,1,1,2700000,9700000,20,551,1,11300000
3027,4,0,1,5900000,20700000,10,825,1,49100000
3028,1,0,1,2100000,4200000,18,554,1,12100000
3029,0,0,1,2000000,5200000,18,400,0,9900000
3030,5,0,0,9000000,34300000,10,853,1,76700000
3031,1,0,1,7600000,18800000,14,403,0,60300000
3032,3,1,0,500000,1500000,6,392,0,4000000
3033,1,1,0,6300000,19000000,20,673,1,42900000
3034,0,1,1,3100000,7100000,10,498,0,21400000
3035,1,0,0,1100000,2600000,6,858,1,7000000
3036,4,1,1,3900000,14300000,20,477,0,17600000
3037,4,0,1,8700000,28200000,12,548,0,50000000
3038,4,0,1,6400000,23900000,6,300,0,59700000
3039,2,1,1,200000,800000,12,483,0,1200000
3040,1,1,0,2400000,5800000,20,384,0,15700000
3041,3,0,0,8900000,35200000,10,894,1,60200000
3042,3,0,0,6100000,14800000,10,492,0,34200000
3043,5,0,1,7600000,25700000,4,607,1,60500000
3044,3,0,0,900000,2400000,16,701,1,3100000
3045,2,0,1,7100000,19700000,20,890,1,44000000
3046,2,0,1,5000000,14600000,10,808,1,28300000
3047,4,1,1,2000000,7400000,20,596,1,10300000
3048,4,1,1,2600000,6200000,14,421,0,17000000
3049,2,1,1,7000000,14900000,20,495,0,42900000
3050,3,1,0,3900000,9800000,6,604,1,29200000
3051,3,1,0,8400000,32600000,4,509,1,76400000
3052,0,1,1,200000,600000,8,852,1,1100000
3053,2,0,1,1900000,6700000,16,893,1,17100000
3054,2,0,1,9200000,33000000,14,874,1,51400000
3055,3,0,1,300000,500000,6,386,0,2300000
3056,5,1,0,6300000,18100000,4,590,1,47300000
3057,2,0,0,6100000,23500000,14,510,0,34300000
3058,3,1,1,7800000,25600000,6,523,0,50700000
3059,0,1,1,2000000,6700000,8,461,0,16900000
3060,4,0,0,1900000,5600000,2,832,1,15500000
3061,2,0,1,3300000,9600000,18,896,1,27800000
3062,0,0,1,9500000,26000000,2,732,1,67800000
3063,0,1,1,3500000,13900000,16,301,0,21800000
3064,5,1,0,4400000,15800000,4,701,1,31600000
3065,2,0,0,2000000,4000000,14,502,0,13100000
3066,3,0,0,9200000,19500000,12,742,1,61400000
3067,1,0,0,2200000,5000000,2,755,1,13500000
3068,1,0,0,1900000,7100000,2,834,1,13400000
3069,5,1,1,8700000,18400000,12,394,0,58600000
3070,3,1,1,9700000,19700000,4,663,1,60300000
3071,3,1,0,9400000,20300000,10,649,1,72400000
3072,4,0,1,8000000,23200000,14,738,1,48300000
3073,5,0,0,1000000,2000000,4,524,0,7400000
3074,5,0,0,5300000,14600000,16,855,1,24400000
3075,3,1,1,1400000,5400000,20,304,0,6700000
3076,2,1,1,1600000,3800000,12,532,0,11100000
3077,3,1,1,3400000,8500000,6,584,1,19400000
3078,3,1,0,7800000,28700000,4,447,1,48100000
3079,4,0,0,7100000,19900000,14,852,1,35200000
3080,1,0,1,6000000,13100000,2,368,0,30700000
3081,3,0,1,8200000,28900000,10,447,0,55300000
3082,4,1,0,3900000,11400000,20,867,1,21700000
3083,5,0,1,8400000,17600000,12,397,0,60300000
3084,4,1,0,9700000,19400000,20,798,1,53200000
3085,1,0,1,8300000,26300000,20,530,0,75000000
3086,4,1,0,2500000,9900000,16,356,0,16500000
3087,3,1,0,6100000,24000000,18,718,1,30900000
3088,3,0,0,5000000,13000000,10,459,0,31700000
3089,3,0,0,9500000,22200000,8,571,1,47900000
3090,2,1,0,5700000,20500000,8,412,0,36200000
3091,1,1,1,5000000,12500000,20,604,1,23800000
3092,4,0,1,8600000,20600000,16,449,0,55500000
3093,5,0,0,1400000,5300000,12,778,1,7400000
3094,3,1,0,5900000,21200000,16,476,0,39000000
3095,4,1,1,4100000,10400000,12,727,1,38600000
3096,3,1,0,7400000,18500000,8,818,1,55600000
3097,1,1,1,7100000,19300000,16,738,1,35100000
3098,5,1,1,5300000,18200000,16,546,0,39900000
3099,2,0,0,6600000,14100000,2,471,0,48900000
3100,3,0,0,2800000,10600000,4,860,1,19500000
3101,1,0,1,1600000,4400000,4,364,0,9900000
3102,0,1,1,8500000,25300000,20,557,1,49100000
3103,1,0,1,5200000,20700000,12,612,1,24500000
3104,2,0,1,6400000,19300000,6,414,0,32000000
3105,5,1,0,1300000,2900000,4,372,0,5200000
3106,0,1,0,5600000,11600000,12,466,0,51700000
3107,3,1,1,9000000,19800000,20,348,0,49100000
3108,1,0,1,7800000,17200000,4,597,1,42300000
3109,4,0,1,4000000,11000000,8,791,1,18500000
3110,0,1,1,700000,1800000,12,400,0,5100000
3111,5,1,1,7300000,18700000,16,813,1,40600000
3112,0,0,1,5200000,15400000,4,675,1,39800000
3113,1,0,0,6200000,18200000,18,324,0,37700000
3114,4,1,0,1100000,3600000,8,693,1,9000000
3115,1,0,1,5600000,13700000,8,491,0,36500000
3116,5,1,1,3400000,9800000,8,559,1,16900000
3117,4,1,0,1500000,4900000,16,392,0,7900000
3118,2,0,0,5800000,18600000,18,532,0,30800000
3119,4,0,0,9800000,29400000,8,592,1,90700000
3120,5,0,0,8300000,23100000,4,459,0,53700000
3121,4,1,1,500000,1200000,4,627,1,3000000
3122,4,1,0,1900000,6100000,2,462,1,13300000
3123,1,0,1,9700000,24700000,14,600,1,69800000
